,RSXFS
2006-06-30,0.6538189185155474
2006-07-31,0.3173721835584731
2006-08-31,0.2572456475797624
2006-09-30,-0.7534457123857474
2006-10-31,-0.08059418457648793
2006-11-30,0.3093517215201791
2006-12-31,1.005603504003183
2007-01-31,-0.002185369264962045
2007-02-28,0.3524765457922907
2007-03-31,0.7074547185425217
2007-04-30,-0.25640391958184905
2007-05-31,1.3590272486821542
2007-06-30,-0.974742258590866
2007-07-31,0.4255174712104459
2007-08-31,0.611144397843022
2007-09-30,0.37380437571004066
2007-10-31,0.5707887594776473
2007-11-30,1.0519023186020604
2007-12-31,-1.4256588657599378
2008-01-31,0.3702252633944747
2008-02-29,-0.7894625360840957
2008-03-31,0.19031991435602968
2008-04-30,-0.13881574341005898
2008-05-31,0.9300780094928296
2008-06-30,0.20417532498913094
2008-07-31,-0.44097611555201643
2008-08-31,-0.9097762344043803
2008-09-30,-1.7500977708251875
2008-10-31,-3.918300328390889
2008-11-30,-4.392687915900673
2008-12-31,-2.6489864453140832
2009-01-31,1.6962767455689143
2009-02-28,-0.3487787614250726
2009-03-31,-1.855340408813122
2009-04-30,0.5272321709518746
2009-05-31,0.9338156018502408
2009-06-30,1.806591664800239
2009-07-31,0.49753264423368915
2009-08-31,2.0014953119948276
2009-09-30,-2.78072182546365
2009-10-31,1.2287357063532234
2009-11-30,0.8441055198998848
2009-12-31,0.45777705325982243
2010-01-31,0.12120850843988507
2010-02-28,-0.004961548002979654
2010-03-31,2.3866230028778412
2010-04-30,0.8458121314917966
2010-05-31,-0.956292468516029
2010-06-30,-0.18437174519178035
2010-07-31,0.3094741208342411
2010-08-31,0.39348329634332213
2010-09-30,0.9730950794983872
2010-10-31,1.2473508931274635
2010-11-30,0.9430309821560678
2010-12-31,0.8500288436052994
2011-01-31,0.6966152476184373
2011-02-28,0.7292568642261799
2011-03-31,0.94863877042759
2011-04-30,0.6123909518330972
2011-05-31,-0.23410136589142594
2011-06-30,0.8119515416249223
2011-07-31,-0.055504494073554955
2011-08-31,0.07195705268689956
2011-09-30,1.1480980895862691
2011-10-31,0.6038152154354881
2011-11-30,0.338945282034131
2011-12-31,0.25685682058596004
2012-01-31,0.7470277738105935
2012-02-29,1.3565510218251697
2012-03-31,0.40046240134723465
2012-04-30,-0.5759805315168842
2012-05-31,-0.18814944441585268
2012-06-30,-1.0671395503403347
2012-07-31,0.4624441490824971
2012-08-31,1.3967994096893976
2012-09-30,0.7939576214814892
2012-10-31,0.04850877811464205
2012-11-30,0.3977482543897404
2012-12-31,0.38213377208990984
2013-01-31,0.7658334242375942
2013-02-28,1.3795706953646958
2013-03-31,-0.8430373438984562
2013-04-30,-0.4553387013044419
2013-05-31,0.6499324547363461
2013-06-30,0.36903114854398567
2013-07-31,0.5662019709979482
2013-08-31,-0.1911299328587801
2013-09-30,0.03419570337825917
2013-10-31,0.21221435837972535
2013-11-30,0.11570662911659646
2013-12-31,0.7171516730813288
2014-01-31,-0.7618423865829116
2014-02-28,1.2683945849832456
2014-03-31,1.0637295164743321
2014-04-30,1.1050268462635016
2014-05-31,0.09356090155812069
2014-06-30,0.2188068575280422
2014-07-31,0.11218597123625607
2014-08-31,0.779960372134525
2014-09-30,-0.45310494066669316
2014-10-31,0.27362357662115144
2014-11-30,0.29635581480891293
2014-12-31,-0.9824194517490836
2015-01-31,-0.5684534598431212
2015-02-28,-0.24410992343825155
2015-03-31,1.6120489202688493
2015-04-30,0.055254234637636124
2015-05-31,0.8497159364718732
2015-06-30,0.011364957187698366
2015-07-31,0.9695272973329061
2015-08-31,-0.09796574012732595
2015-09-30,-0.5169367846992845
2015-10-31,-0.3821892106827707
2015-11-30,0.3782300692905194
2015-12-31,0.2627853704990635
2016-01-31,-0.5308675885827507
2016-02-29,0.6570610839701452
2016-03-31,-0.2643393183583753
2016-04-30,0.5434475241517855
2016-05-31,0.30349362842356786
2016-06-30,1.2271252284609346
2016-07-31,-0.14303233588424114
2016-08-31,-0.0635489036553194
2016-09-30,0.6318557229120891
2016-10-31,0.21063348019167982
2016-11-30,-0.23946731658980314
2016-12-31,1.6138256245610494
2017-01-31,0.7787931298350648
2017-02-28,-0.02792276660731341
2017-03-31,-0.12862760470899737
2017-04-30,0.36896204891692097
2017-05-31,-0.6171572149955784
2017-06-30,0.6045119512849029
2017-07-31,0.011245101658152734
2017-08-31,0.1205046038625035
2017-09-30,2.298550314204384
2017-10-31,-0.00525033351550519
2017-11-30,1.0083556285337192
2017-12-31,0.5484093529667611
2018-01-31,-0.5505880694168686
2018-02-28,0.5446571613555662
2018-03-31,-0.09870577922337365
2018-04-30,0.19101972066895012
2018-05-31,1.5123303881906303
2018-06-30,-0.5393902946754903
2018-07-31,0.47952596230766975
2018-08-31,-0.009026315180415967
2018-09-30,-0.13725866893811167
2018-10-31,1.0328251104446018
2018-11-30,0.6235460914809643
2018-12-31,-2.206961961825027
2019-01-31,0.30634226404184783
2019-02-28,0.22033906183904772
2019-03-31,1.6238630407658716
2019-04-30,-0.10520406393486059
2019-05-31,1.0917564279758318
2019-06-30,-0.08994065724474698
2019-07-31,0.7210777262075974
2019-08-31,0.7219786932073369
2019-09-30,-0.8837975648746221
2019-10-31,0.24114001642090432
2019-11-30,0.7658871657238109
2019-12-31,0.13428647781934533
2020-01-31,-0.41566309272021984
2020-02-29,0.04421873534417031
2020-03-31,-6.0311805202110875
2020-04-30,-12.034093986516336
2020-05-31,18.27213904552034
2020-06-30,6.357473450589901
2020-07-31,1.3037784456848334
2020-08-31,0.38633276326469623
2020-09-30,1.9012193474295724
2020-10-31,-0.4016971133328662
2020-11-30,-0.5582792352988863
2020-12-31,1.6461714486518009
2021-01-31,3.2215314775830395
2021-02-28,-2.5516144209376312
2021-03-31,10.393101543560324
2021-04-30,0.48034958775553527
2021-05-31,-1.034675460485912
2021-06-30,0.6640091392108305
2021-07-31,-2.1386572668434023
2021-08-31,0.7334468407113048
2021-09-30,0.7838836231424118
2021-10-31,1.6230287468019355
2021-11-30,1.0490299086293398
2021-12-31,-0.6904598589683619
2022-01-31,2.3717422804174104
2022-02-28,0.6282830915097959
2022-03-31,1.8993325375104009
2022-04-30,1.1241372707729624
2022-05-31,-0.18917518586161197
2022-06-30,0.9850925421320156
2022-07-31,-1.074021955201554
2022-08-31,0.3330070589210088
2022-09-30,-0.30110324227970997
2022-10-31,0.9595372131311564
2022-11-30,-1.4786173133267022
2022-12-31,-1.2556475511662946
2023-01-31,4.01409898457088
2023-02-28,-0.9796203823205452
2023-03-31,-1.254424948606625
2023-04-30,0.87454994022238
2023-05-31,0.4131028269797943
2023-06-30,0.4066274821503457
2023-07-31,0.09971630964717981
2023-08-31,1.0070308880505419
2023-09-30,0.6325700489422825
2023-10-31,-0.5741657150107882
2023-11-30,-0.3274465716343933
2023-12-31,0.11607788168817024
2024-01-31,-0.8938908483885788
2024-02-29,0.7236681246434395
2024-03-31,0.465774115568629
2024-04-30,-0.049163630994231156
2024-05-31,0.7883480281226651
2024-06-30,-0.06545941516259424
2024-07-31,0.9725340386913528
2024-08-31,-0.3652936379812899
2024-09-30,0.8570230996966632
2024-10-31,0.656729755212937
2024-11-30,0.5829248072692694
2024-12-31,0.8711044481653163
2025-01-31,-1.0829755851976763
2025-02-28,0.2819603889557376
2025-03-31,1.3631926630496505
2025-04-30,-0.2559504479932695
2025-05-31,-0.8795212992024348
2025-06-30,0.9884521476869468
2025-07-31,0.7371672653513794
2025-08-31,0.5410761403235265
2025-09-30,0.03891487608143063
2025-10-31,-0.16587733932115212
2025-11-30,0.4959245801826606
2025-12-31,0.030891584722536614
2026-01-31,-0.15188924060106634
